546841	500	04	
546844	513	00	00	00	00	
546847	520	00	09	05	05	03	05	05	04	
546849	568	1f	
546850	534	36	08	
546850	504	00	1a	01	
546856	500	04	
546856	548	0e	c0	00	0b	b0	00	
546861	504	00	1a	01	
546862	500	04	
546863	512	00	00	00	00	
546868	540	07	90	00	0c	b0	00	
546868	54c	0d	c0	00	0b	80	00	
546870	513	00	00	00	00	
546871	544	09	90	00	08	90	05	
546871	534	36	08	
546873	504	00	1a	01	
546873	500	04	
546873	50c	82	03	01	
546876	524	00	00	00	00	05	00	05	09	
546883	514	00	04	00	
546883	564	1d	
546884	504	00	1a	01	
546885	52c	00	
546886	500	04	
546887	508	00	00	a6	00	03	
546889	509	8a	05	f5	01	ea	01	
546890	538	00	00	aa	02	aa	02	f3	01	
546890	512	00	00	00	00	
546892	534	36	08	
546894	554	00	00	00	00	
546894	504	00	1a	01	
546896	513	00	00	00	00	
546896	500	04	
546899	520	00	09	05	05	03	05	05	04	
546905	504	00	1a	01	
546908	548	0e	c0	00	0a	b0	00	
546908	500	04	
546914	534	36	08	
546915	510	85	05	00	
546915	512	00	00	00	00	
546916	504	00	1a	01	
546918	500	04	
546919	54c	0d	c0	00	0b	80	00	
546920	540	08	a0	00	0c	b0	00	
546922	513	00	00	00	00	
546924	544	09	90	00	08	90	05	
546925	50c	8c	03	01	
546926	524	00	00	00	00	05	00	05	09	
546927	504	00	1a	01	
546929	500	04	
546933	528	00	
546935	534	36	08	
546938	508	00	00	a6	00	03	
546938	509	8a	05	f5	01	e8	01	
546938	538	00	00	aa	02	aa	02	f2	01	
546941	504	00	1a	01	
546941	512	00	00	00	00	
546942	500	04	
546944	550	1b	1b	1b	00	
546948	513	00	00	00	00	
546949	504	00	1a	01	
546950	520	00	09	05	05	03	05	05	04	
546952	500	04	
546956	534	37	08	
546960	548	0e	c0	00	0a	b0	00	
546962	504	00	1a	01	
546963	500	04	
546967	512	00	00	00	00	
546971	54c	0d	b0	00	0b	80	00	
546971	504	00	1a	01	
546971	540	07	a0	00	0c	b0	00	
546974	500	04	
546974	513	00	00	00	00	
546974	544	09	90	00	08	90	05	
546975	50c	85	03	01	
546978	524	00	00	00	00	05	00	05	09	
546979	560	1d	
546979	534	36	08	
546982	504	00	1a	01	
546984	514	00	04	00	
546984	564	1d	
546985	500	04	
546987	52c	00	
546989	508	00	00	a6	00	03	
546989	509	8a	05	f5	01	e8	01	
546992	538	00	00	aa	02	aa	02	f2	01	
546993	504	00	1a	01	
546993	512	00	00	00	00	
546998	500	04	
547000	534	36	08	
547000	513	00	00	00	00	
547001	520	00	09	05	05	03	05	05	04	
547004	504	00	1a	01	
547008	500	04	
547011	548	0e	c0	00	0a	b0	00	
547015	504	00	1a	01	
547016	510	86	05	00	
547019	500	04	
547019	512	00	00	00	00	
547021	56c	1d	
547021	534	36	08	
547022	54c	0d	c0	00	0b	80	00	
547023	540	08	a0	00	0d	c0	00	
547026	544	09	a0	00	08	90	05	
547026	513	00	00	00	00	
547029	504	00	1a	01	
547033	50c	8a	03	01	
547033	524	00	00	00	00	05	00	05	09	
547034	500	04	
547034	570	1e	
547035	528	00	
547038	504	00	1a	01	
547039	55c	1f	
547040	508	00	00	a6	00	03	
547040	509	8a	05	f5	01	e8	01	
547042	538	00	00	aa	02	aa	02	f2	01	
547043	500	04	
547043	534	36	08	
547045	512	00	00	00	00	
547049	504	00	1a	01	
547050	568	1f	
547051	520	00	09	05	05	03	05	05	04	
547052	513	00	00	00	00	
547054	500	04	
547060	504	00	1a	01	
547063	548	0e	c0	00	0b	b0	00	
547064	534	36	08	
547064	500	04	
547071	504	00	1a	01	
547071	512	00	00	00	00	
547073	54c	0d	b0	00	0b	80	00	
547075	540	08	a0	00	0c	b0	00	
547075	500	04	
547077	544	09	90	00	08	90	05	
547077	50c	86	03	01	
547080	513	00	00	00	00	
547080	524	00	00	00	00	05	00	05	09	
547082	504	00	1a	01	
547085	514	00	04	00	
547085	564	1d	
547085	534	37	08	
547086	500	04	
547088	52c	00	
547091	508	00	00	a6	00	03	
547091	509	8a	05	f5	01	e9	01	
547094	538	00	00	aa	02	aa	02	f2	01	
547094	504	00	1a	01	
547095	554	00	00	00	00	
547097	500	04	
547097	512	00	00	00	00	
547103	520	00	09	05	05	03	05	05	04	
547104	513	00	00	00	00	
547104	504	00	1a	01	
547107	534	36	08	
547109	500	04	
547115	504	00	1a	01	
547116	548	0e	c0	00	0a	c0	00	
547118	510	86	05	00	
547120	500	04	
547123	512	00	00	00	00	
547125	54c	0d	c0	00	0b	80	00	
547126	504	00	1a	01	
547128	50c	84	03	01	
547129	540	07	a0	00	0c	b0	00	
547129	534	36	08	
547131	544	09	90	00	08	80	05	
547131	513	00	00	00	00	
547131	500	04	
547132	524	00	00	00	00	05	00	05	09	
547135	528	00	
547137	504	00	1a	01	
547142	500	04	
547142	508	00	00	a6	00	03	
547142	509	8a	05	f5	01	e9	01	
547142	538	00	00	aa	02	aa	02	f2	01	
547145	550	1b	1b	1b	00	
547148	504	00	1a	01	
547149	512	00	00	00	00	
547150	534	37	08	
547153	500	04	
547155	520	00	09	05	05	03	05	05	04	
547156	513	00	00	00	00	
547159	504	00	1a	01	
547165	500	04	
547167	548	0e	c0	00	0b	b0	00	
547170	504	00	1a	01	
547172	534	36	08	
547175	512	00	00	00	00	
547176	500	04	
547176	54c	0d	b0	00	0b	80	00	
547179	50c	84	03	01	
547180	560	1d	
547180	540	08	a0	00	0c	b0	00	
547181	544	09	90	00	08	90	05	
547181	504	00	1a	01	
547183	513	00	00	00	00	
547184	524	00	00	00	00	05	00	05	09	
547186	514	00	04	00	
547186	564	1d	
547187	500	04	
547189	52c	00	
547192	504	00	1a	01	
547193	534	36	08	
547193	509	8a	05	f5	01	e9	01	
547193	538	00	00	aa	02	aa	02	f2	01	
547196	508	00	00	a6	00	03	
547198	500	04	
547201	512	00	00	00	00	
547203	504	00	1a	01	
547206	520	00	09	05	05	03	05	05	04	
547208	513	00	00	00	00	
547209	500	04	
547214	504	00	1a	01	
547215	534	36	08	
547218	548	0e	c0	00	0b	b0	00	
547220	510	85	05	00	
547221	500	04	
547222	56c	1d	
547225	504	00	1a	01	
547227	54c	0d	b0	00	0b	80	00	
547227	512	00	00	00	00	
547230	50c	84	03	01	
547232	500	04	
547232	540	08	a0	00	0c	b0	00	
547232	544	09	90	00	08	80	05	
547235	513	00	00	00	00	
547235	570	1e	
547236	504	00	1a	01	
547236	534	36	08	
547236	524	00	00	00	00	05	00	05	09	
547237	528	00	
547240	55c	1f	
547243	500	04	
547244	508	00	00	a6	00	03	
547244	509	8a	05	f5	01	e9	01	
547247	538	00	00	aa	02	aa	02	f2	01	
547247	504	00	1a	01	
547251	568	1f	
547253	512	00	00	00	00	
547254	500	04	
547258	520	00	09	05	05	03	05	05	04	
547258	534	36	08	
547258	504	00	1a	01	
547260	513	00	00	00	00	
547265	500	04	
547269	504	00	1a	01	
547270	548	0e	c0	00	0a	b0	00	
547277	500	04	
547279	54c	0d	b0	00	0b	80	00	
547279	534	35	08	
547279	512	00	00	00	00	
547280	504	00	1a	01	
547281	50c	7f	03	01	
547284	540	07	90	00	0c	b0	00	
547284	544	08	90	00	07	80	05	
547286	513	00	00	00	00	
547287	514	00	04	00	
547287	564	1d	
547288	500	04	
547288	524	00	00	00	00	05	00	05	09	
547290	52c	00	
547291	504	00	1a	01	
547295	508	00	00	a6	00	03	
547295	509	8a	05	f5	01	e9	01	
547295	538	00	00	aa	02	aa	02	f2	01	
547298	554	00	00	00	00	
547298	500	04	
547301	534	36	08	
547302	504	00	1a	01	
547305	512	00	00	00	00	
547309	520	00	09	05	05	03	05	05	04	
547310	500	04	
547312	513	00	00	00	00	
547313	504	00	1a	01	
547320	510	85	05	00	
547322	500	04	
547323	548	0e	c0	00	0a	b0	00	
547323	534	37	08	
547324	504	00	1a	01	
547331	54c	0d	b0	00	0b	80	00	
547331	512	00	00	00	00	
547332	50c	93	03	01	
547333	500	04	
547335	540	08	a0	00	0c	b0	00	
547335	504	00	1a	01	
547338	544	09	90	00	08	80	05	
547338	528	00	
547338	513	00	00	00	00	
547340	524	00	00	00	00	05	00	05	09	
547343	500	04	
547343	534	36	08	
547346	538	00	00	aa	02	aa	02	f2	01	
547346	509	89	05	f5	01	e9	01	
547346	508	00	00	a6	00	03	
547346	504	00	1a	01	
547349	550	1b	1b	1b	00	
547354	500	04	
547357	504	00	1a	01	
547357	512	00	00	00	00	
547361	520	00	09	05	05	03	05	05	04	
547364	513	00	00	00	00	
547365	534	36	08	
547365	500	04	
547368	504	00	1a	01	
547372	548	0e	c0	00	0a	b0	00	
547376	500	04	
547379	504	00	1a	01	
547381	560	1d	
547381	54c	0d	b0	00	0b	80	00	
547383	50c	87	03	01	
547383	512	00	00	00	00	
547386	540	08	a0	00	0c	b0	00	
547386	534	36	08	
547387	544	09	a0	00	08	80	05	
547388	514	00	04	00	
547390	564	1d	
547391	500	04	
547391	513	00	00	00	00	
547391	504	00	1a	01	
547392	52c	00	
547392	524	00	00	00	00	05	00	05	09	
547397	508	00	00	a6	00	03	
547397	509	8a	05	f5	01	e9	01	
547397	538	00	00	aa	02	aa	02	f3	01	
547399	500	04	
547402	504	00	1a	01	
547407	534	36	08	
547409	512	00	00	00	00	
547410	500	04	
547412	520	00	09	05	05	03	05	05	04	
547412	504	00	1a	01	
547416	513	00	00	00	00	
547421	500	04	
547422	510	86	05	00	
547423	56c	1e	
547426	504	00	1a	01	
