Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
46.259,3001,-9154,93.4,109.6,5.3,3,10.80,13.70,1.64,8.2,35.9,100.0,100.0,100.0,100.0,100.0,20.6,0.0,1.32,43.77,14.79,95.2,111.4,0.00,50160.0,7.36,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
46.269,2890,-5346,93.4,109.6,5.2,-3,10.83,13.70,1.62,7.8,34.4,100.0,100.0,100.0,100.0,100.0,20.7,0.0,1.31,42.92,14.72,95.2,111.4,0.00,49664.0,7.36,14.55,100.0,0.0,0.0,20.0,28.5,100.0,
46.279,2890,-5346,93.4,109.6,5.3,3,10.57,13.70,1.62,7.8,34.4,100.0,100.0,100.0,100.0,100.0,20.7,0.0,1.28,42.72,14.73,95.2,111.4,0.00,48856.0,7.36,14.55,100.0,0.0,0.0,20.0,28.5,100.0,
46.289,2912,1068,93.4,109.6,5.3,0,10.69,14.30,1.64,8.0,33.3,100.0,100.0,100.0,100.0,100.0,20.5,0.0,1.36,42.05,14.74,95.2,111.4,0.00,50672.0,7.36,14.55,100.0,0.0,0.0,20.0,29.0,100.0,
46.299,2912,1068,93.4,109.6,5.2,-3,10.93,15.20,1.64,8.0,33.3,100.0,100.0,100.0,100.0,100.0,20.5,0.0,1.42,43.09,14.82,95.2,111.4,0.00,51368.0,7.36,14.55,100.0,0.0,0.0,20.0,29.0,100.0,
46.309,3227,10000,93.4,109.6,5.3,3,10.96,14.30,1.40,7.5,34.4,100.0,100.0,100.0,100.0,100.0,21.7,0.0,1.40,42.82,14.73,95.2,111.4,0.00,50672.0,7.36,14.51,100.0,0.0,0.0,20.0,30.0,100.0,
46.319,3227,10000,93.4,109.6,5.3,0,10.68,13.80,1.40,7.5,34.4,100.0,100.0,100.0,100.0,100.0,21.7,0.0,1.38,41.57,14.79,95.2,111.4,0.00,50000.0,7.36,14.51,100.0,0.0,0.0,20.0,30.0,100.0,
46.329,3069,-8084,93.4,109.6,5.2,-3,10.75,13.80,1.63,8.3,34.4,100.0,100.0,100.0,100.0,100.0,21.0,0.0,1.39,42.30,14.77,95.2,111.4,0.00,49664.0,7.36,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
46.339,3069,-8084,93.4,109.6,5.3,3,10.99,13.70,1.63,8.3,34.4,100.0,100.0,100.0,100.0,100.0,21.0,0.0,1.39,42.13,14.76,95.2,111.4,0.00,49832.0,7.36,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
46.349,2998,-3548,93.4,109.6,5.2,-3,10.86,13.70,1.61,8.0,33.9,100.0,100.0,100.0,100.0,100.0,21.2,0.0,1.32,42.92,14.72,95.2,111.4,0.00,49176.0,7.36,14.55,100.0,0.0,0.0,20.0,29.5,100.0,
46.359,2998,-3548,93.4,109.6,5.2,0,10.65,13.70,1.61,8.0,33.9,100.0,100.0,100.0,100.0,100.0,21.2,0.0,1.34,41.84,14.71,95.2,111.4,0.00,48696.0,7.36,14.55,100.0,0.0,0.0,20.0,29.5,100.0,
46.369,3045,2385,93.4,109.6,5.3,3,10.77,15.50,1.65,8.4,33.9,100.0,100.0,100.0,100.0,100.0,20.9,0.0,1.42,42.82,14.73,95.2,111.4,0.00,51016.0,7.36,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
46.379,3045,2385,93.4,109.6,5.2,-3,11.04,15.70,1.65,8.4,33.9,100.0,100.0,100.0,100.0,100.0,20.9,0.0,1.46,43.07,14.82,95.2,111.4,0.00,51016.0,7.36,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
46.389,3410,10000,93.4,109.6,5.2,0,10.81,14.30,1.40,8.0,35.6,100.0,100.0,100.0,100.0,100.0,22.3,0.0,1.34,42.07,14.75,95.2,111.4,0.00,50328.0,7.36,14.39,100.0,0.0,0.0,20.0,30.0,100.0,
46.399,3235,10000,93.4,109.6,5.3,3,10.64,13.90,1.40,8.0,35.6,100.0,100.0,100.0,100.0,100.0,22.3,0.0,1.35,42.88,14.73,95.2,111.4,0.00,49664.0,7.36,14.39,100.0,0.0,0.0,20.0,30.0,100.0,
46.410,3235,-9435,93.4,109.6,5.3,0,10.74,13.80,1.60,8.6,36.2,100.0,100.0,100.0,100.0,100.0,21.4,0.0,1.29,42.05,14.73,95.2,111.4,0.00,49832.0,7.36,14.51,100.0,0.0,0.0,20.0,30.0,100.0,
46.420,3127,-5628,93.4,109.6,5.3,0,11.01,13.70,1.62,8.4,36.2,100.0,100.0,100.0,100.0,100.0,21.2,0.0,1.32,43.95,14.76,95.2,111.4,0.00,49176.0,7.36,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
46.429,3127,-5628,95.2,109.6,5.2,-3,10.64,13.70,1.62,8.4,36.2,100.0,100.0,100.0,100.0,100.0,21.2,0.0,1.22,42.22,14.73,95.2,111.4,0.00,48696.0,7.36,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
46.439,3149,1154,93.4,109.6,5.3,3,10.61,14.30,1.65,8.7,36.4,100.0,100.0,100.0,100.0,100.0,21.1,0.0,1.31,42.09,14.68,95.2,111.4,0.00,49832.0,7.36,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
46.449,3149,1154,93.4,109.6,5.2,-3,10.77,15.60,1.65,8.7,36.4,100.0,100.0,100.0,100.0,100.0,21.1,0.0,1.40,43.40,14.78,95.2,111.4,0.00,51544.0,7.36,14.55,100.0,0.0,0.0,20.0,30.0,100.0,
46.459,3445,10000,93.4,109.6,5.2,0,10.89,14.40,1.40,8.0,37.6,100.0,100.0,100.0,100.0,100.0,22.2,0.0,1.36,43.32,14.73,95.2,111.4,0.00,50672.0,7.36,14.36,100.0,0.0,0.0,20.0,30.0,100.0,
46.469,3445,10000,93.4,109.6,5.3,3,10.61,13.90,1.40,8.0,37.6,100.0,100.0,100.0,100.0,100.0,22.2,0.0,1.29,41.84,14.78,95.2,111.4,0.00,50160.0,7.36,14.36,100.0,0.0,0.0,20.0,30.0,100.0,
46.479,3288,-8603,93.4,109.6,5.3,0,10.64,13.80,1.59,8.7,38.0,100.0,100.0,100.0,100.0,100.0,21.5,0.0,1.29,42.22,14.79,95.2,111.4,0.00,49664.0,7.36,14.46,100.0,0.0,0.0,20.0,30.0,100.0,
46.489,3288,-8603,93.4,109.6,5.3,5,10.93,13.70,1.59,8.7,38.0,100.0,100.0,100.0,100.0,100.0,21.5,0.0,1.34,43.70,14.76,95.2,111.4,0.00,49832.0,7.36,14.46,100.0,0.0,0.0,20.0,30.0,100.0,
46.499,3206,-4381,93.4,109.6,5.2,-8,10.73,13.70,1.61,8.6,38.0,100.0,100.0,100.0,100.0,100.0,21.6,0.0,1.27,42.40,14.70,95.2,111.4,0.00,49176.0,7.36,14.52,100.0,0.0,0.0,20.0,30.0,100.0,
46.509,3206,-4381,93.4,109.6,5.2,0,10.58,13.80,1.61,8.6,38.0,100.0,100.0,100.0,100.0,100.0,21.6,0.0,1.32,43.22,14.70,95.2,111.4,0.00,48696.0,7.36,14.52,100.0,0.0,0.0,20.0,30.0,100.0,
46.519,3215,482,93.4,109.6,5.3,3,10.67,15.90,1.63,8.7,38.0,100.0,100.0,100.0,100.0,100.0,21.2,0.0,1.39,41.42,14.77,95.2,111.4,0.00,51896.0,7.36,14.52,100.0,0.0,0.0,20.0,30.0,100.0,
46.532,3468,10000,93.4,109.6,5.3,5,10.97,15.80,1.40,8.1,39.0,100.0,100.0,100.0,100.0,100.0,22.1,0.0,1.45,43.59,14.84,95.2,111.4,0.00,50840.0,7.36,14.35,100.0,0.0,0.0,20.0,30.0,100.0,
46.539,3468,10000,93.4,109.6,5.2,-8,10.65,14.30,1.40,8.1,39.0,100.0,100.0,100.0,100.0,100.0,22.1,0.0,1.35,42.45,14.82,95.2,111.4,0.00,50504.0,7.36,14.35,100.0,0.0,0.0,20.0,30.0,100.0,
46.549,3324,-7979,93.4,109.6,5.2,0,10.62,13.90,1.51,8.4,39.3,100.0,100.0,100.0,100.0,100.0,21.7,0.0,1.38,41.55,14.76,95.2,111.4,0.00,49664.0,7.36,14.45,100.0,0.0,0.0,20.0,30.0,100.0,
46.559,3324,-7979,93.4,109.6,5.3,3,10.75,13.80,1.51,8.4,39.3,100.0,100.0,100.0,100.0,100.0,21.7,0.0,1.38,43.05,14.75,95.2,111.4,0.00,50160.0,7.36,14.45,100.0,0.0,0.0,20.0,30.0,100.0,
46.569,3258,-3584,93.4,109.6,5.3,0,10.80,13.70,1.60,8.7,39.2,100.0,100.0,100.0,100.0,100.0,21.6,0.0,1.31,43.09,14.72,95.2,111.4,0.00,49504.0,7.36,14.49,100.0,0.0,0.0,20.0,30.0,100.0,
46.579,3258,-3584,93.4,109.6,5.3,0,10.51,13.70,1.60,8.7,39.2,100.0,100.0,100.0,100.0,100.0,21.6,0.0,1.36,42.09,14.75,95.2,111.4,0.00,48856.0,7.36,14.49,100.0,0.0,0.0,20.0,30.0,100.0,
46.589,3310,2868,93.4,109.6,5.3,0,10.57,14.20,1.64,9.0,39.3,100.0,100.0,100.0,100.0,100.0,21.5,0.0,1.41,41.59,14.78,95.2,111.4,0.00,51544.0,7.36,14.45,100.0,0.0,0.0,20.0,30.0,100.0,
46.600,3630,10000,93.4,109.6,5.2,-3,10.85,15.70,1.52,9.2,40.6,100.0,100.0,100.0,100.0,100.0,22.5,0.0,1.47,43.77,14.85,95.2,111.4,0.00,51016.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
46.609,3630,10000,93.4,109.6,5.2,0,10.59,14.50,1.52,9.2,40.6,100.0,100.0,100.0,100.0,100.0,22.5,0.0,1.32,43.22,14.76,95.2,111.4,0.00,50504.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
46.619,3471,-9199,93.4,109.6,5.3,3,10.53,14.00,1.46,8.4,41.0,100.0,100.0,100.0,100.0,100.0,22.1,0.0,1.31,42.07,14.73,95.2,111.4,0.00,49504.0,7.36,14.35,100.0,0.0,0.0,20.0,30.0,100.0,
46.629,3471,-9199,93.4,109.6,5.2,-3,10.65,13.80,1.46,8.4,41.0,100.0,100.0,100.0,100.0,100.0,22.1,0.0,1.27,42.67,14.75,95.2,111.4,0.00,50000.0,7.36,14.35,100.0,0.0,0.0,20.0,30.0,100.0,
46.639,3374,-5455,93.4,109.6,5.2,0,10.68,13.80,1.59,8.9,40.9,100.0,100.0,100.0,100.0,100.0,21.8,0.0,1.21,42.90,14.73,95.2,111.4,0.00,49336.0,7.36,14.42,100.0,0.0,0.0,20.0,30.0,100.0,
46.649,3374,-5455,93.4,109.6,5.3,3,10.41,13.70,1.59,8.9,40.9,100.0,100.0,100.0,100.0,100.0,21.8,0.0,1.25,41.07,14.73,95.2,111.4,0.00,48696.0,7.36,14.42,100.0,0.0,0.0,20.0,30.0,100.0,
46.659,3419,2564,93.4,109.6,5.2,-3,10.47,14.10,1.65,9.4,41.1,100.0,100.0,100.0,100.0,100.0,21.8,0.0,1.34,41.65,14.76,95.2,111.4,0.00,51720.0,7.36,14.39,100.0,0.0,0.0,20.0,30.0,100.0,
46.669,3715,10000,93.4,109.6,5.3,3,10.69,15.50,1.62,10.0,42.2,100.0,100.0,100.0,100.0,100.0,22.7,0.0,1.42,43.57,14.84,95.2,111.4,0.00,51192.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
46.679,3715,10000,93.4,109.6,5.3,0,10.41,15.00,1.62,10.0,42.2,100.0,100.0,100.0,100.0,100.0,22.7,0.0,1.38,43.20,14.79,95.2,111.4,0.00,50328.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
46.689,3553,-9594,93.4,109.6,5.3,0,10.39,15.60,1.40,8.3,42.7,100.0,100.0,100.0,100.0,100.0,22.3,0.0,1.40,41.92,14.73,95.2,111.4,0.00,49664.0,7.36,14.30,100.0,0.0,0.0,20.0,30.0,100.0,
46.699,3553,-9594,93.4,109.6,5.3,0,10.63,15.30,1.40,8.3,42.7,100.0,100.0,100.0,100.0,100.0,22.3,0.0,1.38,41.70,14.76,95.2,111.4,0.00,50000.0,7.36,14.30,100.0,0.0,0.0,20.0,30.0,100.0,
46.709,3447,-6090,93.4,109.6,5.2,-3,10.47,14.60,1.40,8.0,42.6,100.0,100.0,100.0,100.0,100.0,22.0,0.0,1.32,41.55,14.73,95.2,111.4,0.00,49336.0,7.36,14.36,100.0,0.0,0.0,20.0,30.0,100.0,
46.719,3452,-6090,93.4,109.6,5.2,0,10.29,14.20,1.40,8.0,42.6,100.0,100.0,100.0,100.0,100.0,22.0,0.0,1.34,42.25,14.71,95.2,111.4,0.00,49664.0,7.36,14.36,100.0,0.0,0.0,20.0,30.0,100.0,
46.729,3452,287,93.4,109.6,5.2,0,10.41,15.70,1.58,9.1,42.6,100.0,100.0,100.0,100.0,100.0,22.0,0.0,1.42,42.92,14.79,95.2,111.4,0.00,51896.0,7.36,14.36,100.0,0.0,0.0,20.0,30.0,100.0,
46.742,3657,10000,93.4,109.6,5.2,0,10.62,15.90,1.40,8.5,43.3,100.0,100.0,100.0,100.0,100.0,22.6,0.0,1.36,42.84,14.78,95.2,111.4,0.00,51016.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
46.749,3657,10000,93.4,109.6,5.3,3,10.33,15.00,1.40,8.5,43.3,100.0,100.0,100.0,100.0,100.0,22.6,0.0,1.34,41.34,14.83,95.2,111.4,0.00,50672.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
46.759,3499,-9216,93.4,109.6,5.3,0,10.37,15.50,1.40,8.2,43.3,100.0,100.0,100.0,100.0,100.0,22.1,0.0,1.34,42.07,14.78,95.2,111.4,0.00,50160.0,7.36,14.33,100.0,0.0,0.0,20.0,30.0,100.0,
46.769,3499,-9216,93.4,109.6,5.3,0,10.60,14.60,1.40,8.2,43.3,100.0,100.0,100.0,100.0,100.0,22.1,0.0,1.27,42.72,14.75,95.2,111.4,0.00,50160.0,7.36,14.33,100.0,0.0,0.0,20.0,30.0,100.0,
46.779,3399,-5665,93.4,109.6,5.3,0,10.36,14.30,1.41,8.0,42.9,100.0,100.0,100.0,100.0,100.0,21.9,0.0,1.25,41.07,14.76,95.2,111.4,0.00,49504.0,7.36,14.39,100.0,0.0,0.0,20.0,30.0,100.0,
46.790,3392,-395,93.4,109.6,5.3,0,10.28,13.90,1.55,8.8,42.5,100.0,100.0,100.0,100.0,100.0,21.8,0.0,1.25,42.42,14.72,95.2,111.4,0.00,50504.0,7.36,14.41,100.0,0.0,0.0,20.0,30.0,100.0,
46.799,3392,-395,93.4,109.6,5.2,-3,10.38,14.50,1.55,8.8,42.5,100.0,100.0,100.0,100.0,100.0,21.8,0.0,1.37,42.02,14.80,95.2,111.4,0.00,52264.0,7.36,14.41,100.0,0.0,0.0,20.0,30.0,100.0,
46.809,3578,10000,93.4,109.6,5.3,3,10.57,14.60,1.49,8.9,43.0,100.0,100.0,100.0,100.0,100.0,22.4,0.0,1.31,42.45,14.75,95.2,111.4,0.00,51544.0,7.36,14.27,100.0,0.0,0.0,20.0,30.0,100.0,
46.819,3578,10000,93.4,109.6,5.2,-3,10.31,14.10,1.49,8.9,43.0,100.0,100.0,100.0,100.0,100.0,22.4,0.0,1.31,42.02,14.85,95.2,111.4,0.00,50672.0,7.36,14.27,100.0,0.0,0.0,20.0,30.0,100.0,
46.829,3431,-8407,93.4,109.6,5.3,3,10.36,15.30,1.60,9.1,42.8,100.0,100.0,100.0,100.0,100.0,21.9,0.0,1.32,42.17,14.78,95.2,111.4,0.00,50328.0,7.36,14.38,100.0,0.0,0.0,20.0,30.0,100.0,
46.839,3431,-8407,93.4,109.6,5.2,-3,10.60,14.70,1.60,9.1,42.8,100.0,100.0,100.0,100.0,100.0,21.9,0.0,1.32,43.47,14.79,95.2,111.4,0.00,50504.0,7.36,14.38,100.0,0.0,0.0,20.0,30.0,100.0,
46.849,3353,-4359,93.4,109.6,5.2,0,10.34,14.00,1.40,7.8,42.3,100.0,100.0,100.0,100.0,100.0,21.7,0.0,1.29,40.97,14.74,95.2,111.4,0.00,49832.0,7.36,14.42,100.0,0.0,0.0,20.0,30.0,100.0,
46.860,3373,1124,93.4,109.6,5.3,3,10.27,13.80,1.61,9.1,41.9,100.0,100.0,100.0,100.0,100.0,21.7,0.0,1.31,42.95,14.72,95.2,111.4,0.00,50672.0,7.36,14.42,100.0,0.0,0.0,20.0,30.0,100.0,
46.869,3373,1124,93.4,109.6,5.2,-3,10.40,15.00,1.61,9.1,41.9,100.0,100.0,100.0,100.0,100.0,21.7,0.0,1.43,42.59,14.79,95.2,111.4,0.00,52080.0,7.36,14.42,100.0,0.0,0.0,20.0,30.0,100.0,
46.879,3636,10000,93.4,109.6,5.2,0,10.53,15.50,1.40,8.5,42.6,100.0,100.0,100.0,100.0,100.0,22.5,0.0,1.38,42.88,14.79,95.2,111.4,0.00,51368.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
46.889,3636,10000,93.4,109.6,5.3,3,10.27,14.40,1.40,8.5,42.6,100.0,100.0,100.0,100.0,100.0,22.5,0.0,1.34,40.80,14.80,95.2,111.4,0.00,50672.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
46.899,3499,-7991,93.4,109.6,5.2,-3,10.34,14.10,1.54,9.0,42.8,100.0,100.0,100.0,100.0,100.0,22.1,0.0,1.34,40.95,14.78,95.2,111.4,0.00,50504.0,7.36,14.33,100.0,0.0,0.0,20.0,30.0,100.0,
46.909,3434,-7991,93.4,109.6,5.3,3,10.59,14.00,1.54,9.0,42.8,100.0,100.0,100.0,100.0,100.0,22.1,0.0,1.28,42.88,14.79,95.2,111.4,0.00,50160.0,7.36,14.33,100.0,0.0,0.0,20.0,30.0,100.0,
46.919,3434,-3720,93.4,109.6,5.2,-3,10.28,14.20,1.55,8.9,42.6,100.0,100.0,100.0,100.0,100.0,22.0,0.0,1.26,41.84,14.78,95.2,111.4,0.00,49504.0,7.36,14.38,100.0,0.0,0.0,20.0,30.0,100.0,
46.929,3480,2668,93.4,109.6,5.2,0,10.23,14.40,1.58,9.2,42.7,100.0,100.0,100.0,100.0,100.0,22.1,0.0,1.31,41.67,14.70,95.2,111.4,0.00,50840.0,7.36,14.35,100.0,0.0,0.0,20.0,30.0,100.0,
46.939,3480,2668,93.4,109.6,5.3,3,10.42,16.30,1.58,9.2,42.7,100.0,100.0,100.0,100.0,100.0,22.1,0.0,1.40,41.97,14.81,95.2,111.4,0.00,51896.0,7.36,14.35,100.0,0.0,0.0,20.0,30.0,100.0,
46.949,3773,10000,93.4,109.6,5.3,0,10.42,16.60,1.40,8.8,43.7,100.0,100.0,100.0,100.0,100.0,22.8,0.0,1.34,42.00,14.78,95.2,111.4,0.00,51368.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
46.962,3646,-7717,93.4,109.6,5.2,-3,10.25,16.60,1.40,8.5,44.1,100.0,100.0,100.0,100.0,100.0,22.6,0.0,1.27,42.75,14.78,95.2,111.4,0.00,50328.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
46.969,3646,-7717,93.4,109.6,5.2,0,10.35,16.50,1.40,8.5,44.1,100.0,100.0,100.0,100.0,100.0,22.6,0.0,1.34,42.40,14.78,95.2,111.4,0.00,51368.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
46.980,3586,-3586,93.4,109.6,5.3,8,10.48,15.00,1.40,8.4,44.2,100.0,100.0,100.0,100.0,100.0,22.4,0.0,1.29,42.88,14.78,95.2,111.4,0.00,50672.0,7.36,14.27,100.0,0.0,0.0,20.0,30.0,100.0,
46.989,3586,-3586,93.4,109.6,5.2,-8,10.20,14.30,1.40,8.4,44.2,100.0,100.0,100.0,100.0,100.0,22.4,0.0,1.23,41.34,14.79,95.2,111.4,0.00,49832.0,7.36,14.27,100.0,0.0,0.0,20.0,30.0,100.0,
46.999,3574,-714,93.4,109.6,5.2,0,10.26,15.20,1.57,9.4,44.2,100.0,100.0,100.0,100.0,100.0,22.4,0.0,1.37,40.95,14.76,95.2,111.4,0.00,52264.0,7.36,14.29,100.0,0.0,0.0,20.0,30.0,100.0,
47.016,3736,10000,93.4,109.6,5.3,3,10.52,14.90,1.40,8.7,44.7,100.0,100.0,100.0,100.0,100.0,22.8,0.0,1.34,42.80,14.86,95.2,111.4,0.00,51368.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
47.021,3736,10000,93.4,109.6,5.2,-3,10.24,15.00,1.40,8.7,44.7,100.0,100.0,100.0,100.0,100.0,22.8,0.0,1.32,41.95,14.82,95.2,111.4,0.00,51016.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
47.030,3660,-4636,93.4,109.6,5.3,3,10.19,15.90,1.40,8.5,44.9,100.0,100.0,100.0,100.0,100.0,22.6,0.0,1.36,41.57,14.78,95.2,111.4,0.00,51896.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
47.039,3660,-4636,93.4,109.6,5.3,0,10.40,15.50,1.40,8.5,44.9,100.0,100.0,100.0,100.0,100.0,22.6,0.0,1.28,41.30,14.83,95.2,111.4,0.00,52264.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
47.049,3692,1969,93.4,109.6,5.2,-3,10.26,14.30,1.40,8.6,45.2,100.0,100.0,100.0,100.0,100.0,22.7,0.0,1.29,41.02,14.79,95.2,111.4,0.00,51368.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
47.059,3627,-3929,93.4,109.6,5.3,3,10.12,14.50,1.57,9.5,45.2,100.0,100.0,100.0,100.0,100.0,22.5,0.0,1.26,42.22,14.80,95.2,111.4,0.00,51544.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
47.069,3627,-3929,93.4,109.6,5.3,0,10.22,15.70,1.57,9.5,45.2,100.0,100.0,100.0,100.0,100.0,22.5,0.0,1.30,42.02,14.83,95.2,111.4,0.00,52624.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
47.079,3661,2074,93.4,109.6,5.3,0,10.37,14.70,1.40,8.5,45.3,100.0,100.0,100.0,100.0,100.0,22.6,0.0,1.28,42.32,14.78,95.2,111.4,0.00,51896.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
47.089,3661,2074,93.4,109.6,5.2,-3,10.12,14.20,1.40,8.5,45.3,100.0,100.0,100.0,100.0,100.0,22.6,0.0,1.21,41.82,14.82,95.2,111.4,0.00,51016.0,7.36,14.26,100.0,0.0,0.0,20.0,30.0,100.0,
47.099,3560,-5992,93.4,109.6,5.3,3,10.17,15.90,1.61,9.6,45.1,100.0,100.0,100.0,100.0,100.0,22.3,0.0,1.29,41.30,14.82,95.2,111.4,0.00,52816.0,7.36,14.29,100.0,0.0,0.0,20.0,30.0,100.0,
47.112,3530,-1765,93.4,109.6,5.3,0,10.41,15.00,1.40,8.2,44.8,100.0,100.0,100.0,100.0,100.0,22.2,0.0,1.27,43.34,14.87,95.2,111.4,0.00,52080.0,7.36,14.32,100.0,0.0,0.0,20.0,30.0,100.0,
47.119,3530,-1765,93.4,109.6,5.2,-3,10.14,14.10,1.40,8.2,44.8,100.0,100.0,100.0,100.0,100.0,22.2,0.0,1.19,43.00,14.83,95.2,111.4,0.00,51544.0,7.36,14.32,100.0,0.0,0.0,20.0,30.0,100.0,
47.129,3449,-4657,93.4,109.6,5.2,0,10.14,13.80,1.64,9.4,44.3,100.0,100.0,100.0,100.0,100.0,21.9,0.0,1.28,41.34,14.76,95.2,111.4,0.00,51896.0,7.36,14.36,100.0,0.0,0.0,20.0,30.0,100.0,
47.139,3449,-4657,93.4,109.6,5.3,3,10.35,13.80,1.64,9.4,44.3,100.0,100.0,100.0,100.0,100.0,21.9,0.0,1.25,42.50,14.83,95.2,111.4,0.00,52440.0,7.36,14.36,100.0,0.0,0.0,20.0,30.0,100.0,
47.149,3482,1915,93.4,109.6,5.2,-3,10.27,13.80,1.64,9.5,44.0,100.0,100.0,100.0,100.0,100.0,22.1,0.0,1.27,41.90,14.81,95.2,111.4,0.00,51720.0,7.36,14.35,100.0,0.0,0.0,20.0,30.0,100.0,
47.159,3482,1915,93.4,109.6,5.2,0,10.07,13.70,1.64,9.5,44.0,100.0,100.0,100.0,100.0,100.0,22.1,0.0,1.25,42.47,14.81,95.2,111.4,0.00,51016.0,7.36,14.35,100.0,0.0,0.0,20.0,30.0,100.0,
47.169,3388,-5307,93.4,109.6,5.2,0,10.17,13.80,1.72,9.7,43.4,100.0,100.0,100.0,100.0,100.0,21.7,0.0,1.29,41.77,14.84,95.2,111.4,0.00,53376.0,7.36,14.41,100.0,0.0,0.0,20.0,30.0,100.0,
47.180,3397,509,93.4,109.6,5.3,3,10.41,13.80,1.68,9.5,42.9,100.0,100.0,100.0,100.0,100.0,21.8,0.0,1.34,43.15,14.89,95.2,111.4,0.00,52264.0,7.36,14.41,100.0,0.0,0.0,20.0,30.0,100.0,
47.189,3397,509,93.4,109.6,5.2,-3,10.12,13.70,1.68,9.5,42.9,100.0,100.0,100.0,100.0,100.0,21.8,0.0,1.28,42.22,14.83,95.2,111.4,0.00,51720.0,7.36,14.41,100.0,0.0,0.0,20.0,30.0,100.0,
47.199,3296,-5549,93.4,109.6,5.3,3,10.11,13.70,1.72,9.4,42.1,100.0,100.0,100.0,100.0,100.0,21.4,0.0,1.40,41.34,14.78,95.2,111.4,0.00,51720.0,7.36,14.46,100.0,0.0,0.0,20.0,30.0,100.0,
47.209,3296,-5549,93.4,109.6,5.3,0,10.29,13.70,1.72,9.4,42.1,100.0,100.0,100.0,100.0,100.0,21.4,0.0,1.36,41.70,14.82,95.2,111.4,0.00,52440.0,7.36,14.46,100.0,0.0,0.0,20.0,30.0,100.0,
47.219,3302,330,93.4,109.6,5.3,0,10.41,13.80,1.69,9.3,41.6,100.0,100.0,100.0,100.0,100.0,21.5,0.0,1.38,42.65,14.80,95.2,111.4,0.00,51720.0,7.36,14.46,100.0,0.0,0.0,20.0,30.0,100.0,
47.229,3302,330,93.4,109.6,5.3,0,10.16,13.70,1.69,9.3,41.6,100.0,100.0,100.0,100.0,100.0,21.5,0.0,1.32,40.97,14.80,95.2,111.4,0.00,51016.0,7.36,14.46,100.0,0.0,0.0,20.0,30.0,100.0,
47.239,3212,-4819,93.4,109.6,5.3,0,10.22,13.70,1.72,9.2,40.8,100.0,100.0,100.0,100.0,100.0,21.2,0.0,1.35,42.02,14.81,95.2,111.4,0.00,51896.0,7.36,14.52,100.0,0.0,0.0,20.0,30.0,100.0,
47.249,3212,-4819,93.4,109.6,5.3,0,10.50,13.70,1.72,9.2,40.8,100.0,100.0,100.0,100.0,100.0,21.2,0.0,1.38,41.95,14.85,95.2,111.4,0.00,51896.0,7.36,14.52,100.0,0.0,0.0,20.0,30.0,100.0,
47.259,3240,1512,93.4,109.6,5.3,0,10.33,13.70,1.66,9.0,40.3,100.0,100.0,100.0,100.0,100.0,21.3,0.0,1.29,41.20,14.80,95.2,111.4,0.00,51192.0,7.36,14.49,100.0,0.0,0.0,20.0,30.0,100.0,
