1539	500	04	
1542	500	04	
1542	500	04	
1542	500	04	
1542	500	04	
1542	500	04	
1542	500	04	
1542	500	04	
1542	500	04	
1542	500	04	
1548	500	04	
1548	500	04	
1548	500	04	
1553	500	04	
1564	500	04	
1575	500	04	
1586	500	04	
1597	500	04	
1608	500	04	
1619	500	04	
1630	500	04	
1641	500	04	
1652	500	04	
1663	500	04	
1674	500	04	
1685	500	04	
1688	504	00	1a	01	
1696	500	04	
1699	504	00	1a	01	
1707	500	04	
1710	504	00	1a	01	
1718	500	04	
1721	504	00	1a	01	
1729	500	04	
1732	504	00	1a	01	
1740	500	04	
1743	504	00	1a	01	
1751	500	04	
1754	504	00	1a	01	
1762	500	04	
1765	504	00	1a	01	
1769	508	ff	ff	00	00	00	
1773	500	04	
1783	534	70	04	
1784	500	04	
1794	500	04	
1795	534	7c	09	
1806	500	04	
1806	534	e4	09	
1816	500	04	
1819	534	c9	09	
1827	500	04	
1829	534	99	08	
1839	500	04	
1841	534	c0	08	
1849	500	04	
1852	534	b0	07	
1860	500	04	
1864	534	12	0a	
1871	540	09	b0	00	0d	c0	00	
1874	520	00	09	04	04	03	04	04	04	
1874	528	00	
1874	544	0a	a0	00	09	a0	00	
1874	500	04	
1876	534	38	08	
1882	500	04	
1886	534	aa	08	
1893	500	04	
1898	534	0f	07	
1904	500	04	
