500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
548	05	50	00	04	50	00	
520	09	09	09	09	0b	09	09	09	
524	09	09	19	09	09	09	09	19	
52c	00	
534	3b	08	
528	00	
544	05	40	00	03	60	00	
540	02	40	00	07	60	00	
54c	06	50	00	05	40	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
550	15	15	15	00	
540	02	40	00	06	60	00	
534	3b	08	
520	09	09	09	09	0b	09	09	09	
528	00	
544	05	40	00	03	60	00	
524	09	09	19	09	09	09	09	19	
52c	00	
54c	06	50	00	05	40	00	
548	05	50	00	04	50	00	
554	00	00	00	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
548	05	50	00	04	50	00	
524	09	09	09	09	09	09	09	09	
52c	00	
54c	06	50	00	05	40	00	
540	02	40	00	06	60	00	
534	3d	08	
520	09	09	09	09	0b	09	09	09	
528	00	
544	05	40	00	03	60	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
550	15	15	15	00	
554	00	00	00	00	
548	06	50	00	04	50	00	
524	09	09	09	09	09	09	09	09	
52c	00	
54c	06	50	00	05	40	00	
540	02	40	00	06	60	00	
544	05	40	00	03	60	00	
534	3b	08	
520	09	09	09	09	0b	09	09	09	
528	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
548	06	50	00	04	50	00	
524	09	09	09	09	09	09	09	09	
52c	00	
54c	06	50	00	05	40	00	
540	02	40	00	06	60	00	
500	00	
544	05	40	00	03	60	00	
534	3f	08	
520	09	09	09	09	0b	09	09	09	
528	00	
500	00	
500	00	
500	00	
500	00	
500	00	
554	00	00	00	00	
550	15	15	15	00	
548	06	50	00	04	50	00	
524	09	09	09	09	09	09	09	09	
52c	00	
54c	06	50	00	05	40	00	
540	02	40	00	06	60	00	
544	05	40	00	03	60	00	
534	3a	08	
520	09	09	09	09	0b	09	09	09	
528	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
548	05	50	00	04	50	00	
524	09	09	09	09	09	09	09	09	
52c	10	
54c	06	50	00	05	40	00	
540	02	40	00	06	60	00	
544	05	40	00	03	60	00	
534	3a	08	
520	09	09	09	09	0b	09	09	09	
528	10	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
554	00	00	00	00	
550	15	15	15	00	
548	06	50	00	04	50	00	
524	09	09	09	09	09	09	09	09	
52c	10	
54c	06	50	00	05	40	00	
540	02	40	00	06	60	00	
500	00	
544	05	40	00	03	60	00	
534	3b	08	
520	09	09	09	09	0b	09	09	09	
528	10	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
548	06	50	00	04	50	00	
524	09	09	09	09	09	09	09	09	
52c	10	
54c	06	50	00	05	40	00	
500	00	
540	02	40	00	07	60	00	
544	05	40	00	03	60	00	
534	41	08	
520	09	09	09	09	0b	09	09	09	
528	10	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
554	00	00	00	00	
550	15	15	15	00	
500	00	
548	06	50	00	04	50	00	
524	09	09	09	09	09	09	09	09	
52c	10	
54c	06	50	00	05	40	00	
540	02	40	00	07	60	00	
544	05	40	00	03	60	00	
534	3a	08	
520	09	09	09	09	0b	09	09	09	
528	10	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
500	00	
548	06	50	00	04	50	00	
524	09	09	09	09	09	09	09	09	
52c	10	
54c	06	50	00	05	40	00	
540	02	40	00	06	60	00	
534	3b	08	
